Entity,Code,Year,Homosexual activity (historical)
Romania,ROU,2007,Legal
Romania,ROU,2008,Legal
Romania,ROU,2009,Legal
Romania,ROU,2010,Legal
Romania,ROU,2011,Legal
Romania,ROU,2012,Legal
Romania,ROU,2013,Legal
Romania,ROU,2014,Legal
Romania,ROU,2015,Legal
Romania,ROU,2016,Legal
Romania,ROU,2017,Legal
Romania,ROU,2018,Legal
Romania,ROU,2019,Legal
Romania,ROU,2020,Legal
Romania,ROU,2021,Legal
Romania,ROU,2022,Legal
Romania,ROU,2023,Legal
Romania,ROU,2024,Legal
Russia,RUS,1950,"Male illegal, female legal or uncertain"
Russia,RUS,1951,"Male illegal, female legal or uncertain"
Russia,RUS,1952,"Male illegal, female legal or uncertain"
Russia,RUS,1953,"Male illegal, female legal or uncertain"
Russia,RUS,1954,"Male illegal, female legal or uncertain"
Russia,RUS,1955,"Male illegal, female legal or uncertain"
Russia,RUS,1956,"Male illegal, female legal or uncertain"
Russia,RUS,1957,"Male illegal, female legal or uncertain"
Russia,RUS,1958,"Male illegal, female legal or uncertain"
Russia,RUS,1959,"Male illegal, female legal or uncertain"
Russia,RUS,1960,"Male illegal, female legal or uncertain"
Russia,RUS,1961,"Male illegal, female legal or uncertain"
Russia,RUS,1962,"Male illegal, female legal or uncertain"
Russia,RUS,1963,"Male illegal, female legal or uncertain"
Russia,RUS,1964,"Male illegal, female legal or uncertain"
Russia,RUS,1965,"Male illegal, female legal or uncertain"
Russia,RUS,1966,"Male illegal, female legal or uncertain"
Russia,RUS,1967,"Male illegal, female legal or uncertain"
Russia,RUS,1968,"Male illegal, female legal or uncertain"
Russia,RUS,1969,"Male illegal, female legal or uncertain"
Russia,RUS,1970,"Male illegal, female legal or uncertain"
Russia,RUS,1971,"Male illegal, female legal or uncertain"
Russia,RUS,1972,"Male illegal, female legal or uncertain"
Russia,RUS,1973,"Male illegal, female legal or uncertain"
Russia,RUS,1974,"Male illegal, female legal or uncertain"
Russia,RUS,1975,"Male illegal, female legal or uncertain"
Russia,RUS,1976,"Male illegal, female legal or uncertain"
Russia,RUS,1977,"Male illegal, female legal or uncertain"
Russia,RUS,1978,"Male illegal, female legal or uncertain"
Russia,RUS,1979,"Male illegal, female legal or uncertain"
Russia,RUS,1980,"Male illegal, female legal or uncertain"
Russia,RUS,1981,"Male illegal, female legal or uncertain"
Russia,RUS,1982,"Male illegal, female legal or uncertain"
Russia,RUS,1983,"Male illegal, female legal or uncertain"
Russia,RUS,1984,"Male illegal, female legal or uncertain"
Russia,RUS,1985,"Male illegal, female legal or uncertain"
Russia,RUS,1986,"Male illegal, female legal or uncertain"
Russia,RUS,1987,"Male illegal, female legal or uncertain"
Russia,RUS,1988,"Male illegal, female legal or uncertain"
Russia,RUS,1989,"Male illegal, female legal or uncertain"
Russia,RUS,1990,"Male illegal, female legal or uncertain"
Russia,RUS,1991,"Male illegal, female legal or uncertain"
Russia,RUS,1992,"Male illegal, female legal or uncertain"
Russia,RUS,1993,Varies by region
Russia,RUS,1994,Varies by region
Russia,RUS,1995,Varies by region
Russia,RUS,1996,Varies by region
Russia,RUS,1997,Varies by region
Russia,RUS,1998,Varies by region
Russia,RUS,1999,Varies by region
Russia,RUS,2000,Varies by region
Russia,RUS,2001,Varies by region
Russia,RUS,2002,Varies by region
Russia,RUS,2003,Varies by region
Russia,RUS,2004,Varies by region
Russia,RUS,2005,Varies by region
Russia,RUS,2006,Varies by region
Russia,RUS,2007,Varies by region
Russia,RUS,2008,Varies by region
Russia,RUS,2009,Varies by region
Russia,RUS,2010,Varies by region
Russia,RUS,2011,Varies by region
Russia,RUS,2012,Varies by region
Russia,RUS,2013,Varies by region
Russia,RUS,2014,Varies by region
Russia,RUS,2015,Varies by region
Russia,RUS,2016,Varies by region
Russia,RUS,2017,Varies by region
Russia,RUS,2018,Varies by region
Russia,RUS,2019,Varies by region
Russia,RUS,2020,Varies by region
Russia,RUS,2021,Varies by region
Russia,RUS,2022,Varies by region
Russia,RUS,2023,Varies by region
Russia,RUS,2024,Varies by region
Rwanda,RWA,2024,Legal
Saint Kitts and Nevis,KNA,2022,Legal
Saint Kitts and Nevis,KNA,2023,Legal
Saint Kitts and Nevis,KNA,2024,Legal
Saint Lucia,LCA,2005,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2006,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2007,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2008,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2009,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2010,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2011,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2012,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2013,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2014,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2015,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2016,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2017,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2018,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2019,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2020,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2021,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2022,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2023,"Male illegal, female legal or uncertain"
Saint Lucia,LCA,2024,"Male illegal, female legal or uncertain"
Saint Vincent and the Grenadines,VCT,1990,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,1991,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,1992,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,1993,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,1994,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,1995,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,1996,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,1997,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,1998,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,1999,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2000,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2001,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2002,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2003,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2004,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2005,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2006,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2007,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2008,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2009,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2010,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2011,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2012,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2013,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2014,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2015,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2016,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2017,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2018,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2019,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2020,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2021,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2022,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2023,"Illegal, prison or other penalty"
Saint Vincent and the Grenadines,VCT,2024,"Illegal, prison or other penalty"
Samoa,WSM,1961,"Male illegal, female legal or uncertain"
Samoa,WSM,1962,"Male illegal, female legal or uncertain"
Samoa,WSM,1963,"Male illegal, female legal or uncertain"
Samoa,WSM,1964,"Male illegal, female legal or uncertain"
Samoa,WSM,1965,"Male illegal, female legal or uncertain"
Samoa,WSM,1966,"Male illegal, female legal or uncertain"
Samoa,WSM,1967,"Male illegal, female legal or uncertain"
Samoa,WSM,1968,"Male illegal, female legal or uncertain"
Samoa,WSM,1969,"Male illegal, female legal or uncertain"
Samoa,WSM,1970,"Male illegal, female legal or uncertain"
Samoa,WSM,1971,"Male illegal, female legal or uncertain"
Samoa,WSM,1972,"Male illegal, female legal or uncertain"
Samoa,WSM,1973,"Male illegal, female legal or uncertain"
Samoa,WSM,1974,"Male illegal, female legal or uncertain"
Samoa,WSM,1975,"Male illegal, female legal or uncertain"
Samoa,WSM,1976,"Male illegal, female legal or uncertain"
Samoa,WSM,1977,"Male illegal, female legal or uncertain"
Samoa,WSM,1978,"Male illegal, female legal or uncertain"
Samoa,WSM,1979,"Male illegal, female legal or uncertain"
Samoa,WSM,1980,"Male illegal, female legal or uncertain"
Samoa,WSM,1981,"Male illegal, female legal or uncertain"
Samoa,WSM,1982,"Male illegal, female legal or uncertain"
Samoa,WSM,1983,"Male illegal, female legal or uncertain"
Samoa,WSM,1984,"Male illegal, female legal or uncertain"
Samoa,WSM,1985,"Male illegal, female legal or uncertain"
Samoa,WSM,1986,"Male illegal, female legal or uncertain"
Samoa,WSM,1987,"Male illegal, female legal or uncertain"
Samoa,WSM,1988,"Male illegal, female legal or uncertain"
Samoa,WSM,1989,"Male illegal, female legal or uncertain"
Samoa,WSM,1990,"Male illegal, female legal or uncertain"
Samoa,WSM,1991,"Male illegal, female legal or uncertain"
Samoa,WSM,1992,"Male illegal, female legal or uncertain"
Samoa,WSM,1993,"Male illegal, female legal or uncertain"
Samoa,WSM,1994,"Male illegal, female legal or uncertain"
Samoa,WSM,1995,"Male illegal, female legal or uncertain"
Samoa,WSM,1996,"Male illegal, female legal or uncertain"
Samoa,WSM,1997,"Male illegal, female legal or uncertain"
Samoa,WSM,1998,"Male illegal, female legal or uncertain"
Samoa,WSM,1999,"Male illegal, female legal or uncertain"
Samoa,WSM,2000,"Male illegal, female legal or uncertain"
Samoa,WSM,2001,"Male illegal, female legal or uncertain"
Samoa,WSM,2002,"Male illegal, female legal or uncertain"
Samoa,WSM,2003,"Male illegal, female legal or uncertain"
Samoa,WSM,2004,"Male illegal, female legal or uncertain"
Samoa,WSM,2005,"Male illegal, female legal or uncertain"
Samoa,WSM,2006,"Male illegal, female legal or uncertain"
Samoa,WSM,2007,"Male illegal, female legal or uncertain"
Samoa,WSM,2008,"Male illegal, female legal or uncertain"
Samoa,WSM,2009,"Male illegal, female legal or uncertain"
Samoa,WSM,2010,"Male illegal, female legal or uncertain"
Samoa,WSM,2011,"Male illegal, female legal or uncertain"
Samoa,WSM,2012,"Male illegal, female legal or uncertain"
Samoa,WSM,2013,"Male illegal, female legal or uncertain"
Samoa,WSM,2014,"Male illegal, female legal or uncertain"
Samoa,WSM,2015,"Male illegal, female legal or uncertain"
Samoa,WSM,2016,"Male illegal, female legal or uncertain"
Samoa,WSM,2017,"Male illegal, female legal or uncertain"
Samoa,WSM,2018,"Male illegal, female legal or uncertain"
Samoa,WSM,2019,"Male illegal, female legal or uncertain"
Samoa,WSM,2020,"Male illegal, female legal or uncertain"
Samoa,WSM,2021,"Male illegal, female legal or uncertain"
Samoa,WSM,2022,"Male illegal, female legal or uncertain"
Samoa,WSM,2023,"Male illegal, female legal or uncertain"
Samoa,WSM,2024,"Male illegal, female legal or uncertain"
San Marino,SMR,1950,Legal
San Marino,SMR,1951,Legal
San Marino,SMR,1952,Legal
San Marino,SMR,1953,Legal
San Marino,SMR,1954,Legal
San Marino,SMR,1955,Legal
San Marino,SMR,1956,Legal
San Marino,SMR,1957,Legal
San Marino,SMR,1958,Legal
San Marino,SMR,1959,Legal
San Marino,SMR,1960,Legal
San Marino,SMR,1961,Legal
San Marino,SMR,1962,Legal
San Marino,SMR,1963,Legal
San Marino,SMR,1964,Legal
San Marino,SMR,1965,Legal
San Marino,SMR,1966,Legal
San Marino,SMR,1967,Legal
San Marino,SMR,1968,Legal
San Marino,SMR,1969,Legal
San Marino,SMR,1970,Legal
San Marino,SMR,1971,Legal
San Marino,SMR,1972,Legal
San Marino,SMR,1973,Legal
San Marino,SMR,1974,Legal
San Marino,SMR,1975,Legal
San Marino,SMR,1976,Legal
San Marino,SMR,1977,Legal
San Marino,SMR,1978,Legal
San Marino,SMR,1979,Legal
San Marino,SMR,1980,Legal
San Marino,SMR,1981,Legal
San Marino,SMR,1982,Legal
San Marino,SMR,1983,Legal
San Marino,SMR,1984,Legal
San Marino,SMR,1985,Legal
San Marino,SMR,1986,Legal
San Marino,SMR,1987,Legal
San Marino,SMR,1988,Legal
San Marino,SMR,1989,Legal
San Marino,SMR,1990,Legal
San Marino,SMR,1991,Legal
San Marino,SMR,1992,Legal
San Marino,SMR,1993,Legal
San Marino,SMR,1994,Legal
San Marino,SMR,1995,Legal
San Marino,SMR,1996,Legal
San Marino,SMR,1997,Legal
San Marino,SMR,1998,Legal
San Marino,SMR,1999,Legal
San Marino,SMR,2000,Legal
San Marino,SMR,2001,Legal
San Marino,SMR,2002,Legal
San Marino,SMR,2003,Legal
San Marino,SMR,2004,Legal
San Marino,SMR,2005,Legal
San Marino,SMR,2006,Legal
San Marino,SMR,2007,Legal
San Marino,SMR,2008,Legal
San Marino,SMR,2009,Legal
San Marino,SMR,2010,Legal
San Marino,SMR,2011,Legal
San Marino,SMR,2012,Legal
San Marino,SMR,2013,Legal
San Marino,SMR,2014,Legal
San Marino,SMR,2015,Legal
San Marino,SMR,2016,Legal
San Marino,SMR,2017,Legal
San Marino,SMR,2018,Legal
San Marino,SMR,2019,Legal
San Marino,SMR,2020,Legal
San Marino,SMR,2021,Legal
San Marino,SMR,2022,Legal
San Marino,SMR,2023,Legal
San Marino,SMR,2024,Legal
Sao Tome and Principe,STP,1950,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1951,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1952,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1953,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1954,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1955,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1956,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1957,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1958,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1959,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1960,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1961,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1962,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1963,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1964,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1965,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1966,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1967,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1968,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1969,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1970,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1971,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1972,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1973,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1974,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1975,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1976,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1977,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1978,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1979,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1980,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1981,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1982,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1983,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1984,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1985,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1986,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1987,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1988,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1989,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1990,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1991,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1992,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1993,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1994,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1995,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1996,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1997,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1998,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,1999,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2000,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2001,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2002,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2003,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2004,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2005,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2006,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2007,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2008,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2009,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2010,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2011,"Illegal, prison or other penalty"
Sao Tome and Principe,STP,2012,Legal
Sao Tome and Principe,STP,2013,Legal
Sao Tome and Principe,STP,2014,Legal
Sao Tome and Principe,STP,2015,Legal
Sao Tome and Principe,STP,2016,Legal
Sao Tome and Principe,STP,2017,Legal
Sao Tome and Principe,STP,2018,Legal
Sao Tome and Principe,STP,2019,Legal
Sao Tome and Principe,STP,2020,Legal
Sao Tome and Principe,STP,2021,Legal
Sao Tome and Principe,STP,2022,Legal
Sao Tome and Principe,STP,2023,Legal
Sao Tome and Principe,STP,2024,Legal
Saudi Arabia,SAU,2024,"Illegal, death penalty"
Senegal,SEN,1966,"Illegal, prison or other penalty"
Senegal,SEN,1967,"Illegal, prison or other penalty"
Senegal,SEN,1968,"Illegal, prison or other penalty"
Senegal,SEN,1969,"Illegal, prison or other penalty"
Senegal,SEN,1970,"Illegal, prison or other penalty"
Senegal,SEN,1971,"Illegal, prison or other penalty"
Senegal,SEN,1972,"Illegal, prison or other penalty"
Senegal,SEN,1973,"Illegal, prison or other penalty"
Senegal,SEN,1974,"Illegal, prison or other penalty"
Senegal,SEN,1975,"Illegal, prison or other penalty"
Senegal,SEN,1976,"Illegal, prison or other penalty"
Senegal,SEN,1977,"Illegal, prison or other penalty"
Senegal,SEN,1978,"Illegal, prison or other penalty"
Senegal,SEN,1979,"Illegal, prison or other penalty"
Senegal,SEN,1980,"Illegal, prison or other penalty"
Senegal,SEN,1981,"Illegal, prison or other penalty"
Senegal,SEN,1982,"Illegal, prison or other penalty"
Senegal,SEN,1983,"Illegal, prison or other penalty"
Senegal,SEN,1984,"Illegal, prison or other penalty"
Senegal,SEN,1985,"Illegal, prison or other penalty"
Senegal,SEN,1986,"Illegal, prison or other penalty"
Senegal,SEN,1987,"Illegal, prison or other penalty"
Senegal,SEN,1988,"Illegal, prison or other penalty"
Senegal,SEN,1989,"Illegal, prison or other penalty"
Senegal,SEN,1990,"Illegal, prison or other penalty"
Senegal,SEN,1991,"Illegal, prison or other penalty"
Senegal,SEN,1992,"Illegal, prison or other penalty"
Senegal,SEN,1993,"Illegal, prison or other penalty"
Senegal,SEN,1994,"Illegal, prison or other penalty"
Senegal,SEN,1995,"Illegal, prison or other penalty"
Senegal,SEN,1996,"Illegal, prison or other penalty"
Senegal,SEN,1997,"Illegal, prison or other penalty"
Senegal,SEN,1998,"Illegal, prison or other penalty"
Senegal,SEN,1999,"Illegal, prison or other penalty"
Senegal,SEN,2000,"Illegal, prison or other penalty"
Senegal,SEN,2001,"Illegal, prison or other penalty"
Senegal,SEN,2002,"Illegal, prison or other penalty"
Senegal,SEN,2003,"Illegal, prison or other penalty"
Senegal,SEN,2004,"Illegal, prison or other penalty"
Senegal,SEN,2005,"Illegal, prison or other penalty"
Senegal,SEN,2006,"Illegal, prison or other penalty"
Senegal,SEN,2007,"Illegal, prison or other penalty"
Senegal,SEN,2008,"Illegal, prison or other penalty"
Senegal,SEN,2009,"Illegal, prison or other penalty"
Senegal,SEN,2010,"Illegal, prison or other penalty"
Senegal,SEN,2011,"Illegal, prison or other penalty"
Senegal,SEN,2012,"Illegal, prison or other penalty"
Senegal,SEN,2013,"Illegal, prison or other penalty"
Senegal,SEN,2014,"Illegal, prison or other penalty"
Senegal,SEN,2015,"Illegal, prison or other penalty"
Senegal,SEN,2016,"Illegal, prison or other penalty"
Senegal,SEN,2017,"Illegal, prison or other penalty"
Senegal,SEN,2018,"Illegal, prison or other penalty"
Senegal,SEN,2019,"Illegal, prison or other penalty"
Senegal,SEN,2020,"Illegal, prison or other penalty"
Senegal,SEN,2021,"Illegal, prison or other penalty"
Senegal,SEN,2022,"Illegal, prison or other penalty"
Senegal,SEN,2023,"Illegal, prison or other penalty"
Senegal,SEN,2024,"Illegal, prison or other penalty"
Serbia,SRB,1950,"Illegal, prison or other penalty"
Serbia,SRB,1951,"Male illegal, female legal or uncertain"
Serbia,SRB,1952,"Male illegal, female legal or uncertain"
Serbia,SRB,1953,"Male illegal, female legal or uncertain"
Serbia,SRB,1954,"Male illegal, female legal or uncertain"
Serbia,SRB,1955,"Male illegal, female legal or uncertain"
Serbia,SRB,1956,"Male illegal, female legal or uncertain"
Serbia,SRB,1957,"Male illegal, female legal or uncertain"
Serbia,SRB,1958,"Male illegal, female legal or uncertain"
Serbia,SRB,1959,"Male illegal, female legal or uncertain"
Serbia,SRB,1960,"Male illegal, female legal or uncertain"
Serbia,SRB,1961,"Male illegal, female legal or uncertain"
Serbia,SRB,1962,"Male illegal, female legal or uncertain"
Serbia,SRB,1963,"Male illegal, female legal or uncertain"
Serbia,SRB,1964,"Male illegal, female legal or uncertain"
Serbia,SRB,1965,"Male illegal, female legal or uncertain"
Serbia,SRB,1966,"Male illegal, female legal or uncertain"
Serbia,SRB,1967,"Male illegal, female legal or uncertain"
Serbia,SRB,1968,"Male illegal, female legal or uncertain"
Serbia,SRB,1969,"Male illegal, female legal or uncertain"
Serbia,SRB,1970,"Male illegal, female legal or uncertain"
Serbia,SRB,1971,"Male illegal, female legal or uncertain"
Serbia,SRB,1972,"Male illegal, female legal or uncertain"
Serbia,SRB,1973,"Male illegal, female legal or uncertain"
Serbia,SRB,1974,"Male illegal, female legal or uncertain"
Serbia,SRB,1975,"Male illegal, female legal or uncertain"
Serbia,SRB,1976,"Male illegal, female legal or uncertain"
Serbia,SRB,1977,Varies by region
Serbia,SRB,1978,Varies by region
Serbia,SRB,1979,Varies by region
Serbia,SRB,1980,Varies by region
Serbia,SRB,1981,Varies by region
Serbia,SRB,1982,Varies by region
Serbia,SRB,1983,Varies by region
Serbia,SRB,1984,Varies by region
Serbia,SRB,1985,Varies by region
Serbia,SRB,1986,Varies by region
Serbia,SRB,1987,Varies by region
Serbia,SRB,1988,Varies by region
Serbia,SRB,1989,"Male illegal, female legal or uncertain"
Serbia,SRB,1990,"Male illegal, female legal or uncertain"
Serbia,SRB,1991,"Male illegal, female legal or uncertain"
Serbia,SRB,1992,"Male illegal, female legal or uncertain"
Serbia,SRB,1993,"Male illegal, female legal or uncertain"
Serbia,SRB,1994,Legal
Serbia,SRB,1995,Legal
Serbia,SRB,1996,Legal
Serbia,SRB,1997,Legal
Serbia,SRB,1998,Legal
Serbia,SRB,1999,Legal
Serbia,SRB,2000,Legal
Serbia,SRB,2001,Legal
Serbia,SRB,2002,Legal
Serbia,SRB,2003,Legal
Serbia,SRB,2004,Legal
Serbia,SRB,2005,Legal
Serbia,SRB,2006,Legal
Serbia,SRB,2007,Legal
Serbia,SRB,2008,Legal
Serbia,SRB,2009,Legal
Serbia,SRB,2010,Legal
Serbia,SRB,2011,Legal
Serbia,SRB,2012,Legal
Serbia,SRB,2013,Legal
Serbia,SRB,2014,Legal
Serbia,SRB,2015,Legal
Serbia,SRB,2016,Legal
Serbia,SRB,2017,Legal
Serbia,SRB,2018,Legal
Serbia,SRB,2019,Legal
Serbia,SRB,2020,Legal
Serbia,SRB,2021,Legal
Serbia,SRB,2022,Legal
Serbia,SRB,2023,Legal
Serbia,SRB,2024,Legal
Seychelles,SYC,2016,Legal
Seychelles,SYC,2017,Legal
Seychelles,SYC,2018,Legal
Seychelles,SYC,2019,Legal
Seychelles,SYC,2020,Legal
Seychelles,SYC,2021,Legal
Seychelles,SYC,2022,Legal
Seychelles,SYC,2023,Legal
Seychelles,SYC,2024,Legal
Sierra Leone,SLE,1950,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1951,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1952,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1953,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1954,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1955,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1956,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1957,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1958,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1959,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1960,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1961,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1962,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1963,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1964,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1965,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1966,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1967,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1968,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1969,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1970,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1971,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1972,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1973,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1974,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1975,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1976,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1977,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1978,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1979,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1980,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1981,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1982,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1983,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1984,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1985,"Male illegal, female legal or uncertain"
Sierra Leone,SLE,1986,"Male illegal, female legal or uncertain"
