País,Año,Legislación
Liberia,1998,Ilegal
Liberia,1999,Ilegal
Liberia,2000,Ilegal
Liberia,2001,Ilegal
Liberia,2002,Ilegal
Liberia,2003,Ilegal
Liberia,2004,Ilegal
Liberia,2005,Ilegal
Liberia,2006,Ilegal
Liberia,2007,Ilegal
Liberia,2008,Ilegal
Liberia,2009,Ilegal
Liberia,2010,Ilegal
Liberia,2011,Ilegal
Liberia,2012,Ilegal
Liberia,2013,Ilegal
Liberia,2014,Ilegal
Liberia,2015,Ilegal
Liberia,2016,Ilegal
Liberia,2017,Ilegal
Liberia,2018,Ilegal
Liberia,2019,Ilegal
Liberia,2020,Ilegal
Liberia,2021,Ilegal
Liberia,2022,Ilegal
Liberia,2023,Ilegal
Liberia,2024,Ilegal
Libya,1953,Ilegal
Libya,1954,Ilegal
Libya,1955,Ilegal
Libya,1956,Ilegal
Libya,1957,Ilegal
Libya,1958,Ilegal
Libya,1959,Ilegal
Libya,1960,Ilegal
Libya,1961,Ilegal
Libya,1962,Ilegal
Libya,1963,Ilegal
Libya,1964,Ilegal
Libya,1965,Ilegal
Libya,1966,Ilegal
Libya,1967,Ilegal
Libya,1968,Ilegal
Libya,1969,Ilegal
Libya,1970,Ilegal
Libya,1971,Ilegal
Libya,1972,Ilegal
Libya,1973,Ilegal
Libya,1974,Ilegal
Libya,1975,Ilegal
Libya,1976,Ilegal
Libya,1977,Ilegal
Libya,1978,Ilegal
Libya,1979,Ilegal
Libya,1980,Ilegal
Libya,1981,Ilegal
Libya,1982,Ilegal
Libya,1983,Ilegal
Libya,1984,Ilegal
Libya,1985,Ilegal
Libya,1986,Ilegal
Libya,1987,Ilegal
Libya,1988,Ilegal
Libya,1989,Ilegal
Libya,1990,Ilegal
Libya,1991,Ilegal
Libya,1992,Ilegal
Libya,1993,Ilegal
Libya,1994,Ilegal
Libya,1995,Ilegal
Libya,1996,Ilegal
Libya,1997,Ilegal
Libya,1998,Ilegal
Libya,1999,Ilegal
Libya,2000,Ilegal
Libya,2001,Ilegal
Libya,2002,Ilegal
Libya,2003,Ilegal
Libya,2004,Ilegal
Libya,2005,Ilegal
Libya,2006,Ilegal
Libya,2007,Ilegal
Libya,2008,Ilegal
Libya,2009,Ilegal
Libya,2010,Ilegal
Libya,2011,Ilegal
Libya,2012,Ilegal
Libya,2013,Ilegal
Libya,2014,Ilegal
Libya,2015,Ilegal
Libya,2016,Ilegal
Libya,2017,Ilegal
Libya,2018,Ilegal
Libya,2019,Ilegal
Libya,2020,Ilegal
Libya,2021,Ilegal
Libya,2022,Ilegal
Libya,2023,Ilegal
Libya,2024,Ilegal
Liechtenstein,1989,Legal
Liechtenstein,1990,Legal
Liechtenstein,1991,Legal
Liechtenstein,1992,Legal
Liechtenstein,1993,Legal
Liechtenstein,1994,Legal
Liechtenstein,1995,Legal
Liechtenstein,1996,Legal
Liechtenstein,1997,Legal
Liechtenstein,1998,Legal
Liechtenstein,1999,Legal
Liechtenstein,2000,Legal
Liechtenstein,2001,Legal
Liechtenstein,2002,Legal
Liechtenstein,2003,Legal
Liechtenstein,2004,Legal
Liechtenstein,2005,Legal
Liechtenstein,2006,Legal
Liechtenstein,2007,Legal
Liechtenstein,2008,Legal
Liechtenstein,2009,Legal
Liechtenstein,2010,Legal
Liechtenstein,2011,Legal
Liechtenstein,2012,Legal
Liechtenstein,2013,Legal
Liechtenstein,2014,Legal
Liechtenstein,2015,Legal
Liechtenstein,2016,Legal
Liechtenstein,2017,Legal
Liechtenstein,2018,Legal
Liechtenstein,2019,Legal
Liechtenstein,2020,Legal
Liechtenstein,2021,Legal
Liechtenstein,2022,Legal
Liechtenstein,2023,Legal
Liechtenstein,2024,Legal
Lithuania,1950,Ilegal
Lithuania,1951,Ilegal
Lithuania,1952,Ilegal
Lithuania,1953,Ilegal
Lithuania,1954,Ilegal
Lithuania,1955,Ilegal
Lithuania,1956,Ilegal
Lithuania,1957,Ilegal
Lithuania,1958,Ilegal
Lithuania,1959,Ilegal
Lithuania,1960,Ilegal
Lithuania,1961,Ilegal
Lithuania,1962,Ilegal
Lithuania,1963,Ilegal
Lithuania,1964,Ilegal
Lithuania,1965,Ilegal
Lithuania,1966,Ilegal
Lithuania,1967,Ilegal
Lithuania,1968,Ilegal
Lithuania,1969,Ilegal
Lithuania,1970,Ilegal
Lithuania,1971,Ilegal
Lithuania,1972,Ilegal
Lithuania,1973,Ilegal
Lithuania,1974,Ilegal
Lithuania,1975,Ilegal
Lithuania,1976,Ilegal
Lithuania,1977,Ilegal
Lithuania,1978,Ilegal
Lithuania,1979,Ilegal
Lithuania,1980,Ilegal
Lithuania,1981,Ilegal
Lithuania,1982,Ilegal
Lithuania,1983,Ilegal
Lithuania,1984,Ilegal
Lithuania,1985,Ilegal
Lithuania,1986,Ilegal
Lithuania,1987,Ilegal
Lithuania,1988,Ilegal
Lithuania,1989,Ilegal
Lithuania,1990,Ilegal
Lithuania,1991,Ilegal
Lithuania,1992,Ilegal
Lithuania,1993,Legal
Lithuania,1994,Legal
Lithuania,1995,Legal
Lithuania,1996,Legal
Lithuania,1997,Legal
Lithuania,1998,Legal
Lithuania,1999,Legal
Lithuania,2000,Legal
Lithuania,2001,Legal
Lithuania,2002,Legal
Lithuania,2003,Legal
Lithuania,2004,Legal
Lithuania,2005,Legal
Lithuania,2006,Legal
Lithuania,2007,Legal
Lithuania,2008,Legal
Lithuania,2009,Legal
Lithuania,2010,Legal
Lithuania,2011,Legal
Lithuania,2012,Legal
Lithuania,2013,Legal
Lithuania,2014,Legal
Lithuania,2015,Legal
Lithuania,2016,Legal
Lithuania,2017,Legal
Lithuania,2018,Legal
Lithuania,2019,Legal
Lithuania,2020,Legal
Lithuania,2021,Legal
Lithuania,2022,Legal
Lithuania,2023,Legal
Lithuania,2024,Legal
Luxembourg,2024,Legal
Madagascar,1972,Legal
Madagascar,1973,Legal
Madagascar,1974,Legal
Madagascar,1975,Legal
Madagascar,1976,Legal
Madagascar,1977,Legal
Madagascar,1978,Legal
Madagascar,1979,Legal
Madagascar,1980,Legal
Madagascar,1981,Legal
Madagascar,1982,Legal
Madagascar,1983,Legal
Madagascar,1984,Legal
Madagascar,1985,Legal
Madagascar,1986,Legal
Madagascar,1987,Legal
Madagascar,1988,Legal
Madagascar,1989,Legal
Madagascar,1990,Legal
Madagascar,1991,Legal
Madagascar,1992,Legal
Madagascar,1993,Legal
Madagascar,1994,Legal
Madagascar,1995,Legal
Madagascar,1996,Legal
Madagascar,1997,Legal
Madagascar,1998,Legal
Madagascar,1999,Legal
Madagascar,2000,Legal
Madagascar,2001,Legal
Madagascar,2002,Legal
Madagascar,2003,Legal
Madagascar,2004,Legal
Madagascar,2005,Legal
Madagascar,2006,Legal
Madagascar,2007,Legal
Madagascar,2008,Legal
Madagascar,2009,Legal
Madagascar,2010,Legal
Madagascar,2011,Legal
Madagascar,2012,Legal
Madagascar,2013,Legal
Madagascar,2014,Legal
Madagascar,2015,Legal
Madagascar,2016,Legal
Madagascar,2017,Legal
Madagascar,2018,Legal
Madagascar,2019,Legal
Madagascar,2020,Legal
Madagascar,2021,Legal
Madagascar,2022,Legal
Madagascar,2023,Legal
Madagascar,2024,Legal
Malawi,1950,Ilegal
Malawi,1951,Ilegal
Malawi,1952,Ilegal
Malawi,1953,Ilegal
Malawi,1954,Ilegal
Malawi,1955,Ilegal
Malawi,1956,Ilegal
Malawi,1957,Ilegal
Malawi,1958,Ilegal
Malawi,1959,Ilegal
Malawi,1960,Ilegal
Malawi,1961,Ilegal
Malawi,1962,Ilegal
Malawi,1963,Ilegal
Malawi,1964,Ilegal
Malawi,1965,Ilegal
Malawi,1966,Ilegal
Malawi,1967,Ilegal
Malawi,1968,Ilegal
Malawi,1969,Ilegal
Malawi,1970,Ilegal
Malawi,1971,Ilegal
Malawi,1972,Ilegal
Malawi,1973,Ilegal
Malawi,1974,Ilegal
Malawi,1975,Ilegal
Malawi,1976,Ilegal
Malawi,1977,Ilegal
Malawi,1978,Ilegal
Malawi,1979,Ilegal
Malawi,1980,Ilegal
Malawi,1981,Ilegal
Malawi,1982,Ilegal
Malawi,1983,Ilegal
Malawi,1984,Ilegal
Malawi,1985,Ilegal
Malawi,1986,Ilegal
Malawi,1987,Ilegal
Malawi,1988,Ilegal
Malawi,1989,Ilegal
Malawi,1990,Ilegal
Malawi,1991,Ilegal
Malawi,1992,Ilegal
Malawi,1993,Ilegal
Malawi,1994,Ilegal
Malawi,1995,Ilegal
Malawi,1996,Ilegal
Malawi,1997,Ilegal
Malawi,1998,Ilegal
Malawi,1999,Ilegal
Malawi,2000,Ilegal
Malawi,2001,Ilegal
Malawi,2002,Ilegal
Malawi,2003,Ilegal
Malawi,2004,Ilegal
Malawi,2005,Ilegal
Malawi,2006,Ilegal
Malawi,2007,Ilegal
Malawi,2008,Ilegal
Malawi,2009,Ilegal
Malawi,2010,Ilegal
Malawi,2011,Ilegal
Malawi,2012,Ilegal
Malawi,2013,Ilegal
Malawi,2014,Ilegal
Malawi,2015,Ilegal
Malawi,2016,Ilegal
Malawi,2017,Ilegal
Malawi,2018,Ilegal
Malawi,2019,Ilegal
Malawi,2020,Ilegal
Malawi,2021,Ilegal
Malawi,2022,Ilegal
Malawi,2023,Ilegal
Malawi,2024,Ilegal
Malaysia,1950,Ilegal
Malaysia,1951,Ilegal
Malaysia,1952,Ilegal
Malaysia,1953,Ilegal
Malaysia,1954,Ilegal
Malaysia,1955,Ilegal
Malaysia,1956,Ilegal
Malaysia,1957,Ilegal
Malaysia,1958,Ilegal
Malaysia,1959,Ilegal
Malaysia,1960,Ilegal
Malaysia,1961,Ilegal
Malaysia,1962,Ilegal
Malaysia,1963,Ilegal
Malaysia,1964,Ilegal
Malaysia,1965,Ilegal
Malaysia,1966,Ilegal
Malaysia,1967,Ilegal
Malaysia,1968,Ilegal
Malaysia,1969,Ilegal
Malaysia,1970,Ilegal
Malaysia,1971,Ilegal
Malaysia,1972,Ilegal
Malaysia,1973,Ilegal
Malaysia,1974,Ilegal
Malaysia,1975,Ilegal
Malaysia,1976,Ilegal
Malaysia,1977,Ilegal
Malaysia,1978,Ilegal
Malaysia,1979,Ilegal
Malaysia,1980,Ilegal
Malaysia,1981,Ilegal
Malaysia,1982,Ilegal
Malaysia,1983,Ilegal
Malaysia,1984,Ilegal
Malaysia,1985,Ilegal
Malaysia,1986,Ilegal
Malaysia,1987,Ilegal
Malaysia,1988,Ilegal
Malaysia,1989,Ilegal
Malaysia,1990,Ilegal
Malaysia,1991,Ilegal
Malaysia,1992,Ilegal
Malaysia,1993,Ilegal
Malaysia,1994,Ilegal
Malaysia,1995,Ilegal
Malaysia,1996,Ilegal
Malaysia,1997,Ilegal
Malaysia,1998,Ilegal
Malaysia,1999,Ilegal
Malaysia,2000,Ilegal
Malaysia,2001,Ilegal
Malaysia,2002,Ilegal
Malaysia,2003,Ilegal
Malaysia,2004,Ilegal
Malaysia,2005,Ilegal
Malaysia,2006,Ilegal
Malaysia,2007,Ilegal
Malaysia,2008,Ilegal
Malaysia,2009,Ilegal
Malaysia,2010,Ilegal
Malaysia,2011,Ilegal
Malaysia,2012,Ilegal
Malaysia,2013,Ilegal
Malaysia,2014,Ilegal
Malaysia,2015,Ilegal
Malaysia,2016,Ilegal
Malaysia,2017,Ilegal
Malaysia,2018,Ilegal
Malaysia,2019,Ilegal
Malaysia,2020,Ilegal
Malaysia,2021,Ilegal
Malaysia,2022,Ilegal
Malaysia,2023,Ilegal
Malaysia,2024,Ilegal
Maldives,2017,Ilegal
Maldives,2024,Ilegal
Mali,2024,Legal
Malta,1973,Legal
Malta,1974,Legal
Malta,1975,Legal
Malta,1976,Legal
Malta,1977,Legal
Malta,1978,Legal
Malta,1979,Legal
Malta,1980,Legal
Malta,1981,Legal
Malta,1982,Legal
Malta,1983,Legal
Malta,1984,Legal
Malta,1985,Legal
Malta,1986,Legal
Malta,1987,Legal
Malta,1988,Legal
Malta,1989,Legal
Malta,1990,Legal
Malta,1991,Legal
Malta,1992,Legal
Malta,1993,Legal
Malta,1994,Legal
Malta,1995,Legal
Malta,1996,Legal
Malta,1997,Legal
Malta,1998,Legal
Malta,1999,Legal
Malta,2000,Legal
Malta,2001,Legal
Malta,2002,Legal
Malta,2003,Legal
Malta,2004,Legal
Malta,2005,Legal
Malta,2006,Legal
Malta,2007,Legal
Malta,2008,Legal
Malta,2009,Legal
Malta,2010,Legal
Malta,2011,Legal
Malta,2012,Legal
Malta,2013,Legal
Malta,2014,Legal
Malta,2015,Legal
Malta,2016,Legal
Malta,2017,Legal
Malta,2018,Legal
Malta,2019,Legal
Malta,2020,Legal
Malta,2021,Legal
Malta,2022,Legal
Malta,2023,Legal
Malta,2024,Legal
Marshall Islands,2005,Legal
Marshall Islands,2006,Legal
Marshall Islands,2007,Legal
Marshall Islands,2008,Legal
Marshall Islands,2009,Legal
Marshall Islands,2010,Legal
Marshall Islands,2011,Legal
Marshall Islands,2012,Legal
Marshall Islands,2013,Legal
Marshall Islands,2014,Legal
Marshall Islands,2015,Legal
Marshall Islands,2016,Legal
Marshall Islands,2017,Legal
Marshall Islands,2018,Legal
Marshall Islands,2019,Legal
Marshall Islands,2020,Legal
Marshall Islands,2021,Legal
Marshall Islands,2022,Legal
Marshall Islands,2023,Legal
Marshall Islands,2024,Legal
Mauritania,1983,Ilegal
Mauritania,1984,Ilegal
Mauritania,1985,Ilegal
Mauritania,1986,Ilegal
Mauritania,1987,Ilegal
Mauritania,1988,Ilegal
Mauritania,1989,Ilegal
Mauritania,1990,Ilegal
Mauritania,1991,Ilegal
Mauritania,1992,Ilegal
Mauritania,1993,Ilegal
Mauritania,1994,Ilegal
Mauritania,1995,Ilegal
Mauritania,1996,Ilegal
Mauritania,1997,Ilegal
Mauritania,1998,Ilegal
Mauritania,1999,Ilegal
Mauritania,2000,Ilegal
Mauritania,2001,Ilegal
Mauritania,2002,Ilegal
Mauritania,2003,Ilegal
Mauritania,2004,Ilegal
Mauritania,2005,Ilegal
Mauritania,2006,Ilegal
Mauritania,2007,Ilegal
Mauritania,2008,Ilegal
Mauritania,2009,Ilegal
Mauritania,2010,Ilegal
Mauritania,2011,Ilegal
Mauritania,2012,Ilegal
Mauritania,2013,Ilegal
Mauritania,2014,Ilegal
Mauritania,2015,Ilegal
Mauritania,2016,Ilegal
Mauritania,2017,Ilegal
Mauritania,2018,Ilegal
Mauritania,2019,Ilegal
Mauritania,2020,Ilegal
Mauritania,2021,Ilegal
Mauritania,2022,Ilegal
Mauritania,2023,Ilegal
Mauritania,2024,Ilegal
Mauritius,1950,Ilegal
Mauritius,1951,Ilegal
Mauritius,1952,Ilegal
Mauritius,1953,Ilegal
Mauritius,1954,Ilegal
Mauritius,1955,Ilegal
Mauritius,1956,Ilegal
Mauritius,1957,Ilegal
Mauritius,1958,Ilegal
Mauritius,1959,Ilegal
Mauritius,1960,Ilegal
Mauritius,1961,Ilegal
Mauritius,1962,Ilegal
Mauritius,1963,Ilegal
Mauritius,1964,Ilegal
Mauritius,1965,Ilegal
Mauritius,1966,Ilegal
Mauritius,1967,Ilegal
Mauritius,1968,Ilegal
Mauritius,1969,Ilegal
Mauritius,1970,Ilegal
Mauritius,1971,Ilegal
Mauritius,1972,Ilegal
Mauritius,1973,Ilegal
Mauritius,1974,Ilegal
Mauritius,1975,Ilegal
Mauritius,1976,Ilegal
Mauritius,1977,Ilegal
Mauritius,1978,Ilegal
Mauritius,1979,Ilegal
Mauritius,1980,Ilegal
Mauritius,1981,Ilegal
Mauritius,1982,Ilegal
Mauritius,1983,Ilegal
Mauritius,1984,Ilegal
Mauritius,1985,Ilegal
Mauritius,1986,Ilegal
Mauritius,1987,Ilegal
Mauritius,1988,Ilegal
Mauritius,1989,Ilegal
Mauritius,1990,Ilegal
Mauritius,1991,Ilegal
Mauritius,1992,Ilegal
Mauritius,1993,Ilegal
Mauritius,1994,Ilegal
Mauritius,1995,Ilegal
Mauritius,1996,Ilegal
Mauritius,1997,Ilegal
Mauritius,1998,Ilegal
Mauritius,1999,Ilegal
Mauritius,2000,Ilegal
Mauritius,2001,Ilegal
Mauritius,2002,Ilegal
Mauritius,2003,Ilegal
Mauritius,2004,Ilegal
Mauritius,2005,Ilegal
Mauritius,2006,Ilegal
Mauritius,2007,Ilegal
Mauritius,2008,Ilegal
Mauritius,2009,Ilegal
Mauritius,2010,Ilegal
Mauritius,2011,Ilegal
Mauritius,2012,Ilegal
Mauritius,2013,Ilegal
Mauritius,2014,Ilegal
Mauritius,2015,Ilegal
Mauritius,2016,Ilegal
Mauritius,2017,Ilegal
Mauritius,2018,Ilegal
Mauritius,2019,Ilegal
Mauritius,2020,Ilegal
Mauritius,2021,Ilegal
Mauritius,2022,Ilegal
Mauritius,2023,Legal
Mauritius,2024,Legal
Mexico,1950,Legal
Mexico,1951,Legal
Mexico,1952,Legal
Mexico,1953,Legal
Mexico,1954,Legal
Mexico,1955,Legal
Mexico,1956,Legal
Mexico,1957,Legal
Mexico,1958,Legal
Mexico,1959,Legal
Mexico,1960,Legal
Mexico,1961,Legal
Mexico,1962,Legal
Mexico,1963,Legal
Mexico,1964,Legal
Mexico,1965,Legal
Mexico,1966,Legal
Mexico,1967,Legal
Mexico,1968,Legal
Mexico,1969,Legal
Mexico,1970,Legal
Mexico,1971,Legal
Mexico,1972,Legal
Mexico,1973,Legal
Mexico,1974,Legal
Mexico,1975,Legal
Mexico,1976,Legal
Mexico,1977,Legal
Mexico,1978,Legal
Mexico,1979,Legal
Mexico,1980,Legal
Mexico,1981,Legal
Mexico,1982,Legal
Mexico,1983,Legal
Mexico,1984,Legal
Mexico,1985,Legal
Mexico,1986,Legal
Mexico,1987,Legal
Mexico,1988,Legal
Mexico,1989,Legal
Mexico,1990,Legal
Mexico,1991,Legal
Mexico,1992,Legal
Mexico,1993,Legal
Mexico,1994,Legal
Mexico,1995,Legal
Mexico,1996,Legal
Mexico,1997,Legal
Mexico,1998,Legal
Mexico,1999,Legal
Mexico,2000,Legal
Mexico,2001,Legal
Mexico,2002,Legal
Mexico,2003,Legal
Mexico,2004,Legal
Mexico,2005,Legal
Mexico,2006,Legal
Mexico,2007,Legal
Mexico,2008,Legal
Mexico,2009,Legal
Mexico,2010,Legal
Mexico,2011,Legal
Mexico,2012,Legal
Mexico,2013,Legal
Mexico,2014,Legal
Mexico,2015,Legal
Mexico,2016,Legal
Mexico,2017,Legal
Mexico,2018,Legal
Mexico,2019,Legal
Mexico,2020,Legal
Mexico,2021,Legal
Mexico,2022,Legal
Mexico,2023,Legal
Mexico,2024,Legal
Micronesia (country),2024,Legal
Moldova,1950,Ilegal
Moldova,1951,Ilegal
Moldova,1952,Ilegal
Moldova,1953,Ilegal
Moldova,1954,Ilegal
Moldova,1955,Ilegal
Moldova,1956,Ilegal
Moldova,1957,Ilegal
Moldova,1958,Ilegal
Moldova,1959,Ilegal
Moldova,1960,Ilegal
Moldova,1961,Ilegal
Moldova,1962,Ilegal
Moldova,1963,Ilegal
Moldova,1964,Ilegal
Moldova,1965,Ilegal
Moldova,1966,Ilegal
Moldova,1967,Ilegal
Moldova,1968,Ilegal
Moldova,1969,Ilegal
Moldova,1970,Ilegal
Moldova,1971,Ilegal
Moldova,1972,Ilegal
Moldova,1973,Ilegal
Moldova,1974,Ilegal
Moldova,1975,Ilegal
Moldova,1976,Ilegal
Moldova,1977,Ilegal
Moldova,1978,Ilegal
Moldova,1979,Ilegal
Moldova,1980,Ilegal
Moldova,1981,Ilegal
Moldova,1982,Ilegal
Moldova,1983,Ilegal
Moldova,1984,Ilegal
Moldova,1985,Ilegal
Moldova,1986,Ilegal
Moldova,1987,Ilegal
Moldova,1988,Ilegal
Moldova,1989,Ilegal
Moldova,1990,Ilegal
Moldova,1991,Ilegal
Moldova,1992,Ilegal
Moldova,1993,Ilegal
Moldova,1994,Ilegal
Moldova,1995,Legal
Moldova,1996,Legal
Moldova,1997,Legal
Moldova,1998,Legal
Moldova,1999,Legal
Moldova,2000,Legal
Moldova,2001,Legal
Moldova,2002,Legal
Moldova,2003,Legal
Moldova,2004,Legal
Moldova,2005,Legal
Moldova,2006,Legal
Moldova,2007,Legal
Moldova,2008,Legal
Moldova,2009,Legal
Moldova,2010,Legal
Moldova,2011,Legal
Moldova,2012,Legal
Moldova,2013,Legal
Moldova,2014,Legal
Moldova,2015,Legal
Moldova,2016,Legal
Moldova,2017,Legal
Moldova,2018,Legal
Moldova,2019,Legal
Moldova,2020,Legal
Moldova,2021,Legal
Moldova,2022,Legal
Moldova,2023,Legal
Moldova,2024,Legal
Monaco,1950,Legal
Monaco,1951,Legal
Monaco,1952,Legal
Monaco,1953,Legal
Monaco,1954,Legal
Monaco,1955,Legal
Monaco,1956,Legal
Monaco,1957,Legal
Monaco,1958,Legal
Monaco,1959,Legal
Monaco,1960,Legal
Monaco,1961,Legal
Monaco,1962,Legal
Monaco,1963,Legal
Monaco,1964,Legal
Monaco,1965,Legal
Monaco,1966,Legal
Monaco,1967,Legal
Monaco,1968,Legal
Monaco,1969,Legal
Monaco,1970,Legal
Monaco,1971,Legal
Monaco,1972,Legal
Monaco,1973,Legal
Monaco,1974,Legal
Monaco,1975,Legal
Monaco,1976,Legal
Monaco,1977,Legal
Monaco,1978,Legal
Monaco,1979,Legal
Monaco,1980,Legal
Monaco,1981,Legal
Monaco,1982,Legal
Monaco,1983,Legal
Monaco,1984,Legal
Monaco,1985,Legal
Monaco,1986,Legal
Monaco,1987,Legal
Monaco,1988,Legal
Monaco,1989,Legal
Monaco,1990,Legal
Monaco,1991,Legal
Monaco,1992,Legal
Monaco,1993,Legal
Monaco,1994,Legal
Monaco,1995,Legal
Monaco,1996,Legal
Monaco,1997,Legal
Monaco,1998,Legal
Monaco,1999,Legal
Monaco,2000,Legal
Monaco,2001,Legal
Monaco,2002,Legal
Monaco,2003,Legal
Monaco,2004,Legal
Monaco,2005,Legal
Monaco,2006,Legal
Monaco,2007,Legal
Monaco,2008,Legal
Monaco,2009,Legal
Monaco,2010,Legal
Monaco,2011,Legal
Monaco,2012,Legal
Monaco,2013,Legal
Monaco,2014,Legal
Monaco,2015,Legal
Monaco,2016,Legal
Monaco,2017,Legal
Monaco,2018,Legal
Monaco,2019,Legal
Monaco,2020,Legal
Monaco,2021,Legal
Monaco,2022,Legal
Monaco,2023,Legal
Monaco,2024,Legal
Mongolia,2002,Legal
Mongolia,2003,Legal
Mongolia,2004,Legal
Mongolia,2005,Legal
Mongolia,2006,Legal
Mongolia,2007,Legal
Mongolia,2008,Legal
Mongolia,2009,Legal
Mongolia,2010,Legal
Mongolia,2011,Legal
Mongolia,2012,Legal
Mongolia,2013,Legal
Mongolia,2014,Legal
Mongolia,2015,Legal
Mongolia,2016,Legal
Mongolia,2017,Legal
Mongolia,2018,Legal
Mongolia,2019,Legal
Mongolia,2020,Legal
Mongolia,2021,Legal
Mongolia,2022,Legal
Mongolia,2023,Legal
Mongolia,2024,Legal
Montenegro,1950,Ilegal
Montenegro,1951,Ilegal
Montenegro,1952,Ilegal
Montenegro,1953,Ilegal
Montenegro,1954,Ilegal
Montenegro,1955,Ilegal
Montenegro,1956,Ilegal
Montenegro,1957,Ilegal
Montenegro,1958,Ilegal
Montenegro,1959,Ilegal
Montenegro,1960,Ilegal
Montenegro,1961,Ilegal
Montenegro,1962,Ilegal
Montenegro,1963,Ilegal
Montenegro,1964,Ilegal
Montenegro,1965,Ilegal
Montenegro,1966,Ilegal
Montenegro,1967,Ilegal
Montenegro,1968,Ilegal
Montenegro,1969,Ilegal
Montenegro,1970,Ilegal
Montenegro,1971,Ilegal
Montenegro,1972,Ilegal
Montenegro,1973,Ilegal
Montenegro,1974,Ilegal
Montenegro,1975,Ilegal
Montenegro,1976,Ilegal
Montenegro,1977,Legal
Montenegro,1978,Legal
Montenegro,1979,Legal
Montenegro,1980,Legal
Montenegro,1981,Legal
Montenegro,1982,Legal
Montenegro,1983,Legal
Montenegro,1984,Legal
Montenegro,1985,Legal
Montenegro,1986,Legal
Montenegro,1987,Legal
Montenegro,1988,Legal
Montenegro,1989,Legal
Montenegro,1990,Legal
Montenegro,1991,Legal
Montenegro,1992,Legal
Montenegro,1993,Legal
Montenegro,1994,Legal
Montenegro,1995,Legal
Montenegro,1996,Legal
Montenegro,1997,Legal
Montenegro,1998,Legal
Montenegro,1999,Legal
Montenegro,2000,Legal
Montenegro,2001,Legal
Montenegro,2002,Legal
Montenegro,2003,Legal
Montenegro,2004,Legal
Montenegro,2005,Legal
Montenegro,2006,Legal
Montenegro,2007,Legal
Montenegro,2008,Legal
Montenegro,2009,Legal
Montenegro,2010,Legal
Montenegro,2011,Legal
Montenegro,2012,Legal
Montenegro,2013,Legal
Montenegro,2014,Legal
Montenegro,2015,Legal
Montenegro,2016,Legal
Montenegro,2017,Legal
Montenegro,2018,Legal
Montenegro,2019,Legal
Montenegro,2020,Legal
Montenegro,2021,Legal
Montenegro,2022,Legal
Montenegro,2023,Legal
Montenegro,2024,Legal
Morocco,1962,Ilegal
Morocco,1963,Ilegal
Morocco,1964,Ilegal
Morocco,1965,Ilegal
Morocco,1966,Ilegal
Morocco,1967,Ilegal
Morocco,1968,Ilegal
Morocco,1969,Ilegal
Morocco,1970,Ilegal
Morocco,1971,Ilegal
Morocco,1972,Ilegal
Morocco,1973,Ilegal
Morocco,1974,Ilegal
Morocco,1975,Ilegal
Morocco,1976,Ilegal
Morocco,1977,Ilegal
Morocco,1978,Ilegal
Morocco,1979,Ilegal
Morocco,1980,Ilegal
Morocco,1981,Ilegal
Morocco,1982,Ilegal
Morocco,1983,Ilegal
Morocco,1984,Ilegal
Morocco,1985,Ilegal
Morocco,1986,Ilegal
Morocco,1987,Ilegal
Morocco,1988,Ilegal
Morocco,1989,Ilegal
Morocco,1990,Ilegal
Morocco,1991,Ilegal
Morocco,1992,Ilegal
Morocco,1993,Ilegal
Morocco,1994,Ilegal
Morocco,1995,Ilegal
Morocco,1996,Ilegal
Morocco,1997,Ilegal
Morocco,1998,Ilegal
Morocco,1999,Ilegal
Morocco,2000,Ilegal
Morocco,2001,Ilegal
Morocco,2002,Ilegal
Morocco,2003,Ilegal
Morocco,2004,Ilegal
Morocco,2005,Ilegal
Morocco,2006,Ilegal
Morocco,2007,Ilegal
Morocco,2008,Ilegal
Morocco,2009,Ilegal
Morocco,2010,Ilegal
Morocco,2011,Ilegal
Morocco,2012,Ilegal
Morocco,2013,Ilegal
Morocco,2014,Ilegal
Morocco,2015,Ilegal
Morocco,2016,Ilegal
Morocco,2017,Ilegal
Morocco,2018,Ilegal
Morocco,2019,Ilegal
Morocco,2020,Ilegal
Morocco,2021,Ilegal
Morocco,2022,Ilegal
Morocco,2023,Ilegal
Morocco,2024,Ilegal
Mozambique,1975,Ilegal
Mozambique,1976,Ilegal
Mozambique,1977,Ilegal
Mozambique,1978,Ilegal
Mozambique,1979,Ilegal
Mozambique,1980,Ilegal
Mozambique,1981,Ilegal
Mozambique,1982,Ilegal
Mozambique,1983,Ilegal
Mozambique,1984,Ilegal
Mozambique,1985,Ilegal
Mozambique,1986,Ilegal
Mozambique,1987,Ilegal
Mozambique,1988,Ilegal
Mozambique,1989,Ilegal
Mozambique,1990,Ilegal
Mozambique,1991,Ilegal
Mozambique,1992,Ilegal
Mozambique,1993,Ilegal
Mozambique,1994,Ilegal
Mozambique,1995,Ilegal
Mozambique,1996,Ilegal
Mozambique,1997,Ilegal
Mozambique,1998,Ilegal
Mozambique,1999,Ilegal
Mozambique,2000,Ilegal
Mozambique,2001,Ilegal
Mozambique,2002,Ilegal
Mozambique,2003,Ilegal
Mozambique,2004,Ilegal
Mozambique,2005,Ilegal
Mozambique,2006,Ilegal
Mozambique,2007,Ilegal
Mozambique,2008,Ilegal
